date,description,amount,category
2025-10-07,Fnac,79.44,Shopping
2025-10-07,Essence Shell,12.3,Transport
2025-10-07,Courses Lidl,140.39,Alimentation
2025-10-07,Peage autoroute,12.43,Transport
2025-10-07,Boulangerie,148.76,Alimentation
2025-10-07,Musee,68.61,Loisirs
2025-10-07,Taxe fonciere,605.87,Logement
2025-10-07,Vetements Zara,71.83,Shopping
2025-10-07,Essence Shell,21.67,Transport
2025-10-08,Concert,53.45,Loisirs
2025-10-08,Eau,102.19,Logement
2025-10-08,Station Total,5.05,Transport
2025-10-08,Parc d'attractions,15.77,Loisirs
2025-10-08,Revision voiture,19.59,Transport
2025-10-08,Fnac,52.99,Shopping
2025-10-08,Essence Shell,23.32,Transport
2025-10-08,Bijouterie,236.85,Shopping
2025-10-08,Bowling,15.06,Loisirs
2025-10-08,Abonnement Netflix,5.19,Streaming
2025-10-08,Bar entre amis,114.34,Loisirs
2025-10-09,Materiel informatique etudes,58.93,Education
2025-10-09,Boucherie,49.23,Alimentation
2025-10-09,Bricolage Leroy Merlin,372.96,Logement
2025-10-09,Dentiste,75.87,Soins
2025-10-10,Peage autoroute,27.25,Transport
2025-10-10,Controle technique,5.79,Transport
2025-10-10,Boulangerie,33.76,Alimentation
2025-10-10,Livres scolaires,138.66,Education
2025-10-10,Coiffeur,11.75,Soins
2025-10-10,Taxi,54.62,Transport
2025-10-11,Parking centre-ville,89.88,Transport
2025-10-11,Manucure,21.03,Soins
2025-10-11,Charges copropriete,174.01,Logement
2025-10-11,Librairie,37.95,Shopping
2025-10-11,Courses Lidl,47.99,Alimentation
2025-10-11,H&M,153.5,Shopping
2025-10-11,Manucure,28.96,Soins
2025-10-11,Fnac,131.72,Shopping
2025-10-11,Internet SFR,560.42,Logement
2025-10-12,Formation en ligne,33.71,Education
2025-10-12,Coiffeur,28.27,Soins
2025-10-12,Bar entre amis,14.74,Loisirs
2025-10-12,Station Total,6.75,Transport
2025-10-12,Opticien,93.08,Soins
2025-10-12,Electricite EDF,929.55,Logement
2025-10-12,Boulangerie,93.93,Alimentation
2025-10-12,Chaussures,84.34,Shopping
2025-10-13,Bricolage Leroy Merlin,190.56,Logement
2025-10-13,Courses Lidl,16.3,Alimentation
2025-10-13,Peage autoroute,36.41,Transport
2025-10-13,Sephora,54.12,Shopping
2025-10-13,Assurance habitation,379.09,Logement
2025-10-13,Pharmacie,71.2,Soins
2025-10-13,Vetements Zara,33.88,Shopping
2025-10-13,Fnac,53.98,Shopping
2025-10-14,Bijouterie,15.11,Shopping
2025-10-14,Medecin generaliste,49.32,Soins
2025-10-14,Opticien,12.26,Soins
2025-10-14,Taxe fonciere,346.77,Logement
2025-10-14,H&M,88.21,Shopping
2025-10-14,Pharmacie,37.36,Soins
2025-10-14,Charges copropriete,81.08,Logement
2025-10-14,Librairie,83.1,Shopping
2025-10-15,YouTube Premium,8.73,Streaming
2025-10-15,Supermarche Auchan,34.55,Alimentation
2025-10-15,Supermarche Auchan,7.08,Alimentation
2025-10-15,Bar entre amis,18.54,Loisirs
2025-10-15,Concert,23.72,Loisirs
2025-10-15,Manucure,27.68,Soins
2025-10-16,Bricolage Leroy Merlin,392.16,Logement
2025-10-16,Courses Carrefour,28.99,Alimentation
2025-10-16,Bijouterie,24.66,Shopping
2025-10-16,Abonnement Netflix,6.14,Streaming
2025-10-16,Taxi,6.82,Transport
2025-10-16,Boucherie,20.94,Alimentation
2025-10-16,Station Total,16.11,Transport
2025-10-16,Intermarche,26.62,Alimentation
2025-10-16,Peage autoroute,15.49,Transport
2025-10-16,Apple Music,5.45,Streaming
2025-10-16,Ticket metro,37.06,Transport
2025-10-16,Fromagerie,28.53,Alimentation
2025-10-16,Bowling,44.64,Loisirs
2025-10-17,Manucure,13.31,Soins
2025-10-17,Assurance habitation,299.65,Logement
2025-10-17,Boulangerie,9.58,Alimentation
2025-10-17,Musee,69.79,Loisirs
2025-10-17,Boucherie,36.44,Alimentation
2025-10-17,Cinema UGC,168.12,Loisirs
2025-10-17,Cinema UGC,102.15,Loisirs
2025-10-17,Supermarche Auchan,117.71,Alimentation
2025-10-18,Udemy,72.95,Education
2025-10-18,Courses Carrefour,36.99,Alimentation
2025-10-18,Internet SFR,38.2,Logement
2025-10-18,Taxi,70.73,Transport
2025-10-19,H&M,42.29,Shopping
2025-10-19,Concert,176.54,Loisirs
2025-10-19,H&M,36.81,Shopping
2025-10-19,Osteopathe,12.02,Soins
2025-10-19,Escape Game,71.53,Loisirs
2025-10-19,Taxe fonciere,78.12,Logement
2025-10-20,Uber,39.13,Transport
2025-10-20,Fromagerie,141.78,Alimentation
2025-10-20,Electronique,84.35,Shopping
2025-10-20,Controle technique,81.46,Transport
2025-10-20,Decathlon,153.81,Shopping
2025-10-20,Librairie,106.09,Shopping
2025-10-21,Revision voiture,89.91,Transport
2025-10-21,Station Total,22.69,Transport
2025-10-21,Fromagerie,18.71,Alimentation
2025-10-21,Restaurant Le Gourmet,64.48,Loisirs
2025-10-21,Electricite EDF,183.13,Logement
2025-10-21,Fromagerie,11.15,Alimentation
2025-10-22,Deezer,8.88,Streaming
2025-10-22,Frais de scolarite,38.2,Education
2025-10-22,Peage autoroute,27.22,Transport
2025-10-22,Vetements Zara,103.18,Shopping
2025-10-22,Boulangerie,23.04,Alimentation
2025-10-23,Uber,39.96,Transport
2025-10-23,Uber,18.62,Transport
2025-10-23,H&M,29.16,Shopping
2025-10-23,Spotify Premium,8.34,Streaming
2025-10-23,Frais de scolarite,68.08,Education
2025-10-23,Bricolage Leroy Merlin,936.75,Logement
2025-10-23,Marche local,30.97,Alimentation
2025-10-23,Charges copropriete,266.27,Logement
2025-10-24,Vetements Zara,277.38,Shopping
2025-10-24,Opticien,39.97,Soins
2025-10-24,Restaurant Le Gourmet,20.35,Loisirs
2025-10-24,Boulangerie,20.67,Alimentation
2025-10-24,Assurance habitation,62.43,Logement
2025-10-24,Parc d'attractions,41.34,Loisirs
2025-10-24,Marche local,49.98,Alimentation
2025-10-24,Fromagerie,39.74,Alimentation
2025-10-24,Loyer appartement,253.14,Logement
2025-10-25,Decathlon,109.2,Shopping
2025-10-25,Bricolage Leroy Merlin,288.11,Logement
2025-10-25,Chaussures,26.11,Shopping
2025-10-25,Bar entre amis,50.11,Loisirs
2025-10-25,Essence Shell,27.02,Transport
2025-10-25,Bar entre amis,141.39,Loisirs
2025-10-25,Opticien,34.42,Soins
2025-10-26,Bijouterie,236.82,Shopping
2025-10-26,Courses Lidl,7.82,Alimentation
2025-10-26,Decathlon,72.1,Shopping
2025-10-26,Coiffeur,14.81,Soins
2025-10-26,Courses Lidl,105.72,Alimentation
2025-10-26,Bijouterie,107.09,Shopping
2025-10-26,Concert,21.89,Loisirs
2025-10-26,Charges copropriete,157.53,Logement
2025-10-26,Boucherie,129.17,Alimentation
2025-10-26,Vetements Zara,19.9,Shopping
2025-10-26,Boulangerie,14.24,Alimentation
2025-10-27,Amazon Prime,8.89,Streaming
2025-10-27,Fournitures,147.38,Education
2025-10-27,Marche local,10.16,Alimentation
2025-10-27,H&M,102.32,Shopping
2025-10-27,Courses Lidl,50.05,Alimentation
2025-10-27,Intermarche,50.72,Alimentation
2025-10-27,Cinema UGC,126.66,Loisirs
2025-10-27,Parc d'attractions,63.49,Loisirs
2025-10-27,Controle technique,119.85,Transport
2025-10-28,Essence Shell,105.51,Transport
2025-10-28,Ticket metro,9.11,Transport
2025-10-28,Chaussures,93.27,Shopping
2025-10-28,Deezer,6.35,Streaming
2025-10-28,Peage autoroute,7.49,Transport
2025-10-28,Concert,63.01,Loisirs
2025-10-28,Pharmacie,36.23,Soins
2025-10-28,Uber,19.87,Transport
2025-10-29,Parc d'attractions,29.56,Loisirs
2025-10-29,Boucherie,52.24,Alimentation
2025-10-29,Boulangerie,37.4,Alimentation
2025-10-29,Primeur,20.09,Alimentation
2025-10-29,Parc d'attractions,49.84,Loisirs
2025-10-29,Bar entre amis,51.07,Loisirs
2025-10-30,Librairie,31.06,Shopping
2025-10-30,Formation en ligne,54.34,Education
2025-10-30,Marche local,5.83,Alimentation
2025-10-30,Cours particuliers,26.34,Education
2025-10-30,Decathlon,279.39,Shopping
2025-10-30,Bijouterie,47.19,Shopping
2025-10-30,Pharmacie,11.11,Soins
2025-10-30,Spotify Premium,5.56,Streaming
2025-10-30,Electronique,265.42,Shopping
2025-10-30,Bar entre amis,61.42,Loisirs
2025-10-31,Boulangerie,34.07,Alimentation
2025-10-31,Theatre,67.43,Loisirs
2025-10-31,Bricolage Leroy Merlin,298.12,Logement
2025-10-31,Medecin generaliste,57.14,Soins
2025-10-31,Supermarche Auchan,27.2,Alimentation
2025-10-31,Fromagerie,45.45,Alimentation
2025-10-31,Taxi,17.92,Transport
2025-10-31,Revision voiture,27.82,Transport
2025-10-31,OCS,6.37,Streaming
2025-10-31,Escape Game,64.98,Loisirs
2025-11-01,Primeur,30.72,Alimentation
2025-11-01,Fnac,90.46,Shopping
2025-11-01,Primeur,11.21,Alimentation
2025-11-01,Decathlon,25.74,Shopping
2025-11-01,Medecin generaliste,24.21,Soins
2025-11-01,Fromagerie,15.78,Alimentation
2025-11-01,Dentiste,26.37,Soins
2025-11-03,Electronique,41.6,Shopping
2025-11-03,Charges copropriete,61.99,Logement
2025-11-03,Massage,23.1,Soins
2025-11-03,Eau,305.84,Logement
2025-11-03,Internet SFR,212.53,Logement
2025-11-03,Supermarche Auchan,29.54,Alimentation
2025-11-03,Concert,29.17,Loisirs
2025-11-04,Sephora,74.82,Shopping
2025-11-04,Concert,11.16,Loisirs
2025-11-04,Bar entre amis,18.54,Loisirs
2025-11-04,Electricite EDF,56.37,Logement
2025-11-04,Pharmacie,89.63,Soins
2025-11-04,Cinema UGC,32.32,Loisirs
2025-11-04,H&M,55.76,Shopping
2025-11-04,Ticket metro,42.72,Transport
2025-11-04,Bowling,35.66,Loisirs
2025-11-05,Restaurant Le Gourmet,72.51,Loisirs
2025-11-05,Boulangerie,135.76,Alimentation
2025-11-05,Taxe fonciere,536.79,Logement
2025-11-05,Massage,60.01,Soins
2025-11-05,Bowling,114.5,Loisirs
2025-11-06,Restaurant Le Gourmet,153.0,Loisirs
2025-11-06,Courses Carrefour,37.78,Alimentation
2025-11-06,Udemy,44.58,Education
2025-11-06,Parking centre-ville,109.57,Transport
2025-11-06,Bijouterie,185.51,Shopping
2025-11-06,Vetements Zara,132.58,Shopping
2025-11-06,Deezer,7.9,Streaming
2025-11-06,Supermarche Auchan,49.51,Alimentation
2025-11-06,Primeur,106.64,Alimentation
2025-11-06,Supermarche Auchan,89.94,Alimentation
2025-11-07,Charges copropriete,49.29,Logement
2025-11-07,Boucherie,81.84,Alimentation
2025-11-07,Casino,38.91,Alimentation
2025-11-07,Revision voiture,27.71,Transport
2025-11-07,Courses Lidl,45.41,Alimentation
2025-11-07,Charges copropriete,1154.4,Logement
2025-11-08,Electronique,91.67,Shopping
2025-11-08,Essence Shell,14.83,Transport
2025-11-08,Spotify Premium,14.35,Streaming
2025-11-08,Ticket metro,105.5,Transport
2025-11-08,Cinema UGC,182.27,Loisirs
2025-11-08,Assurance habitation,200.21,Logement
2025-11-08,Fnac,216.15,Shopping
2025-11-09,Controle technique,8.16,Transport
2025-11-09,Concert,44.43,Loisirs
2025-11-09,Courses Carrefour,33.56,Alimentation
2025-11-09,Fromagerie,19.69,Alimentation
2025-11-09,Taxi,31.12,Transport
2025-11-09,Boucherie,9.2,Alimentation
2025-11-10,Abonnement Netflix,7.55,Streaming
2025-11-10,Internet SFR,395.18,Logement
2025-11-10,Boucherie,43.21,Alimentation
2025-11-10,Electronique,100.15,Shopping
2025-11-10,Intermarche,34.18,Alimentation
2025-11-10,Essence Shell,9.38,Transport
2025-11-10,Medecin generaliste,63.8,Soins
2025-11-10,Bowling,27.86,Loisirs
2025-11-10,Casino,51.88,Alimentation
2025-11-11,Courses Carrefour,50.89,Alimentation
2025-11-11,Musee,69.03,Loisirs
2025-11-11,Parc d'attractions,51.2,Loisirs
2025-11-11,Intermarche,80.66,Alimentation
2025-11-11,Opticien,10.48,Soins
2025-11-11,Concert,19.39,Loisirs
2025-11-12,Librairie,81.07,Shopping
2025-11-12,Cinema UGC,52.27,Loisirs
2025-11-12,Bricolage Leroy Merlin,87.28,Logement
2025-11-12,Dentiste,13.68,Soins
2025-11-13,Concert,24.83,Loisirs
2025-11-13,Ticket metro,17.86,Transport
2025-11-13,Bijouterie,22.92,Shopping
2025-11-13,Taxe fonciere,325.06,Logement
2025-11-13,Fromagerie,142.99,Alimentation
2025-11-14,Sephora,85.23,Shopping
2025-11-14,Internet SFR,267.41,Logement
2025-11-14,Ticket metro,5.43,Transport
2025-11-14,Marche local,51.32,Alimentation
2025-11-14,Bricolage Leroy Merlin,123.77,Logement
2025-11-14,Bricolage Leroy Merlin,124.16,Logement
2025-11-14,Charges copropriete,360.0,Logement
2025-11-14,Cours particuliers,132.5,Education
2025-11-14,Disney+,7.11,Streaming
2025-11-15,Casino,5.59,Alimentation
2025-11-15,Ticket metro,19.35,Transport
2025-11-15,Controle technique,53.23,Transport
2025-11-15,Uber,68.7,Transport
2025-11-15,Controle technique,26.81,Transport
2025-11-15,Station Total,16.08,Transport
2025-11-15,Boulangerie,44.73,Alimentation
2025-11-16,Assurance habitation,79.73,Logement
2025-11-16,Electronique,212.03,Shopping
2025-11-16,Courses Lidl,38.29,Alimentation
2025-11-16,Peage autoroute,22.95,Transport
2025-11-16,Bijouterie,30.27,Shopping
2025-11-16,Courses Lidl,48.8,Alimentation
2025-11-17,Casino,46.63,Alimentation
2025-11-17,Primeur,9.04,Alimentation
2025-11-17,Escape Game,61.16,Loisirs
2025-11-18,Decathlon,63.08,Shopping
2025-11-18,Restaurant Le Gourmet,52.92,Loisirs
2025-11-18,Peage autoroute,80.0,Transport
2025-11-18,Librairie,196.19,Shopping
2025-11-18,Massage,11.69,Soins
2025-11-18,Theatre,38.25,Loisirs
2025-11-18,Electricite EDF,295.57,Logement
2025-11-19,Assurance habitation,140.78,Logement
2025-11-19,Essence Shell,100.03,Transport
2025-11-19,Controle technique,10.45,Transport
2025-11-19,Courses Lidl,14.27,Alimentation
2025-11-19,Massage,18.99,Soins
2025-11-19,Primeur,45.08,Alimentation
2025-11-19,Vetements Zara,96.38,Shopping
2025-11-20,Amazon Prime,6.32,Streaming
2025-11-20,Peage autoroute,70.55,Transport
2025-11-20,Cinema UGC,155.43,Loisirs
2025-11-20,Electronique,46.18,Shopping
2025-11-20,Controle technique,18.69,Transport
2025-11-21,Casino,90.77,Alimentation
2025-11-21,Parc d'attractions,18.87,Loisirs
2025-11-21,Theatre,21.83,Loisirs
2025-11-21,Ticket metro,42.91,Transport
2025-11-22,Disney+,13.84,Streaming
2025-11-22,Bar entre amis,18.22,Loisirs
2025-11-22,Internet SFR,76.15,Logement
2025-11-22,Taxi,47.54,Transport
2025-11-22,Peage autoroute,16.63,Transport
2025-11-22,Supermarche Auchan,110.84,Alimentation
2025-11-22,Sephora,37.84,Shopping
2025-11-22,Medecin generaliste,38.72,Soins
2025-11-22,Essence Shell,25.11,Transport
2025-11-23,Bar entre amis,19.4,Loisirs
2025-11-23,Musee,29.3,Loisirs
2025-11-23,Loyer appartement,307.66,Logement
2025-11-23,Uber,39.79,Transport
2025-11-23,Casino,41.13,Alimentation
2025-11-23,Station Total,33.36,Transport
2025-11-23,Supermarche Auchan,39.62,Alimentation
2025-11-23,Osteopathe,13.28,Soins
2025-11-23,Intermarche,43.51,Alimentation
2025-11-23,Assurance habitation,249.43,Logement
2025-11-24,Dentiste,24.71,Soins
2025-11-24,Vetements Zara,64.05,Shopping
2025-11-24,Assurance habitation,197.19,Logement
2025-11-24,Restaurant Le Gourmet,24.9,Loisirs
2025-11-24,Boucherie,6.46,Alimentation
2025-11-24,Chaussures,103.06,Shopping
2025-11-25,Medecin generaliste,28.9,Soins
2025-11-25,Amazon Prime,8.13,Streaming
2025-11-26,Uber,71.34,Transport
2025-11-26,Vetements Zara,96.08,Shopping
2025-11-26,Dentiste,32.28,Soins
2025-11-26,Manucure,39.15,Soins
2025-11-26,Electronique,48.75,Shopping
2025-11-26,Opticien,31.37,Soins
2025-11-26,Peage autoroute,28.03,Transport
2025-11-26,Boucherie,37.02,Alimentation
2025-11-26,Controle technique,40.24,Transport
2025-11-27,Station Total,84.78,Transport
2025-11-27,Bowling,28.81,Loisirs
2025-11-27,Materiel informatique etudes,151.11,Education
2025-11-27,Electricite EDF,267.15,Logement
2025-11-27,Ticket metro,18.38,Transport
2025-11-27,H&M,100.56,Shopping
2025-11-27,Coiffeur,46.86,Soins
2025-11-28,Musee,59.26,Loisirs
2025-11-28,Assurance habitation,523.05,Logement
2025-11-28,Marche local,33.84,Alimentation
2025-11-29,Taxi,27.84,Transport
2025-11-29,Musee,19.5,Loisirs
2025-11-29,Manucure,10.94,Soins
2025-11-29,Courses Lidl,43.23,Alimentation
2025-11-29,Parking centre-ville,43.93,Transport
2025-11-29,Boucherie,39.84,Alimentation
2025-11-29,Marche local,135.21,Alimentation
2025-11-30,Bar entre amis,41.45,Loisirs
2025-11-30,Librairie,34.83,Shopping
2025-11-30,Controle technique,5.15,Transport
2025-11-30,Marche local,27.77,Alimentation
2025-11-30,Intermarche,16.84,Alimentation
2025-11-30,Electronique,79.98,Shopping
2025-11-30,Sephora,44.14,Shopping
2025-11-30,Musee,37.95,Loisirs
2025-12-01,Station Total,5.39,Transport
2025-12-01,Peage autoroute,26.23,Transport
2025-12-01,Sephora,100.91,Shopping
2025-12-01,Theatre,115.84,Loisirs
2025-12-01,Electronique,258.0,Shopping
2025-12-01,Musee,60.36,Loisirs
2025-12-02,Essence Shell,30.34,Transport
2025-12-02,Cinema UGC,26.99,Loisirs
2025-12-02,Librairie,30.28,Shopping
2025-12-02,Ticket metro,119.74,Transport
2025-12-02,Charges copropriete,51.53,Logement
2025-12-02,Peage autoroute,93.9,Transport
2025-12-02,Abonnement Netflix,6.99,Streaming
2025-12-02,Boulangerie,26.45,Alimentation
2025-12-03,Dentiste,12.9,Soins
2025-12-03,Primeur,27.43,Alimentation
2025-12-03,Chaussures,115.83,Shopping
2025-12-03,Courses Lidl,92.47,Alimentation
2025-12-03,Intermarche,16.75,Alimentation
2025-12-04,Cinema UGC,123.86,Loisirs
2025-12-04,Uber,11.54,Transport
2025-12-04,Peage autoroute,20.17,Transport
2025-12-04,Sephora,86.88,Shopping
2025-12-04,Udemy,253.92,Education
2025-12-04,Casino,51.52,Alimentation
2025-12-04,Cinema UGC,71.87,Loisirs
2025-12-05,Peage autoroute,29.56,Transport
2025-12-05,Eau,182.05,Logement
2025-12-05,Fournitures,146.97,Education
2025-12-05,Boucherie,12.47,Alimentation
2025-12-05,Massage,18.79,Soins
2025-12-06,Electricite EDF,1045.53,Logement
2025-12-06,Parc d'attractions,64.9,Loisirs
2025-12-06,Amazon Prime,6.21,Streaming
2025-12-06,Escape Game,59.8,Loisirs
2025-12-07,Frais de scolarite,152.87,Education
2025-12-07,Boulangerie,49.69,Alimentation
2025-12-07,Eau,402.86,Logement
2025-12-07,Concert,101.96,Loisirs
2025-12-08,Boucherie,45.88,Alimentation
2025-12-08,Courses Carrefour,39.01,Alimentation
2025-12-08,Electricite EDF,177.37,Logement
2025-12-08,Vetements Zara,28.88,Shopping
2025-12-08,Boulangerie,5.82,Alimentation
2025-12-08,Courses Carrefour,28.82,Alimentation
2025-12-08,Taxi,33.42,Transport
2025-12-08,Intermarche,43.4,Alimentation
2025-12-08,Casino,30.86,Alimentation
2025-12-09,Bowling,30.23,Loisirs
2025-12-09,Decathlon,24.53,Shopping
2025-12-10,Primeur,30.27,Alimentation
2025-12-10,Manucure,83.17,Soins
2025-12-10,Manucure,36.0,Soins
2025-12-10,Station Total,28.77,Transport
2025-12-10,Charges copropriete,175.77,Logement
2025-12-10,Decathlon,67.83,Shopping
2025-12-10,Ticket metro,62.2,Transport
2025-12-10,Courses Carrefour,40.67,Alimentation
2025-12-10,Bijouterie,74.69,Shopping
2025-12-10,Fromagerie,34.7,Alimentation
2025-12-10,Station Total,8.06,Transport
2025-12-10,Uber,9.55,Transport
2025-12-11,Concert,104.87,Loisirs
2025-12-11,Osteopathe,15.82,Soins
2025-12-11,H&M,177.1,Shopping
2025-12-11,Loyer appartement,84.48,Logement
2025-12-12,YouTube Premium,6.97,Streaming
2025-12-12,Musee,132.04,Loisirs
2025-12-12,Formation en ligne,93.76,Education
2025-12-13,Fromagerie,44.71,Alimentation
2025-12-13,Ticket metro,12.58,Transport
2025-12-13,Parking centre-ville,30.62,Transport
2025-12-13,Decathlon,28.47,Shopping
2025-12-13,Supermarche Auchan,16.48,Alimentation
2025-12-13,Peage autoroute,6.38,Transport
2025-12-13,Pharmacie,13.28,Soins
2025-12-14,Coiffeur,31.89,Soins
2025-12-14,Courses Lidl,36.7,Alimentation
2025-12-14,Medecin generaliste,17.45,Soins
2025-12-14,Peage autoroute,30.5,Transport
2025-12-14,Marche local,44.01,Alimentation
2025-12-14,Primeur,143.31,Alimentation
2025-12-14,Boucherie,28.15,Alimentation
2025-12-14,Station Total,23.34,Transport
2025-12-14,Vetements Zara,95.39,Shopping
2025-12-15,Taxe fonciere,1041.62,Logement
2025-12-15,Fromagerie,14.29,Alimentation
2025-12-15,Courses Carrefour,21.99,Alimentation
2025-12-15,Ticket metro,8.76,Transport
2025-12-15,Theatre,55.31,Loisirs
2025-12-15,Frais de scolarite,24.96,Education
2025-12-16,Fnac,57.82,Shopping
2025-12-16,Electricite EDF,43.84,Logement
2025-12-16,Osteopathe,25.62,Soins
2025-12-16,Fromagerie,39.7,Alimentation
2025-12-16,Assurance habitation,391.47,Logement
2025-12-16,Theatre,20.28,Loisirs
2025-12-17,Sephora,66.28,Shopping
2025-12-17,Medecin generaliste,19.55,Soins
2025-12-17,Marche local,17.37,Alimentation
2025-12-17,Fromagerie,72.24,Alimentation
2025-12-17,Pharmacie,31.25,Soins
2025-12-18,Cours particuliers,61.73,Education
2025-12-18,Fromagerie,68.42,Alimentation
2025-12-18,Parking centre-ville,77.6,Transport
2025-12-18,Courses Carrefour,50.15,Alimentation
2025-12-18,Livres scolaires,159.59,Education
2025-12-18,YouTube Premium,5.55,Streaming
2025-12-18,Udemy,81.68,Education
2025-12-18,Librairie,95.66,Shopping
2025-12-19,Fromagerie,37.97,Alimentation
2025-12-19,Dentiste,32.7,Soins
2025-12-19,Materiel informatique etudes,89.62,Education
2025-12-19,Primeur,148.71,Alimentation
2025-12-19,Controle technique,57.26,Transport
